Entry	yourlist:M2018111914483A1C7ED25EE8374758DF3FD545FD0155CE6	Gene ontology IDs	Gene names
P18480	852592	GO:0000436; GO:0000724; GO:0001102; GO:0005634; GO:0005829; GO:0005987; GO:0006302; GO:0006337; GO:0006338; GO:0006357; GO:0016514; GO:0043044; GO:0045944; GO:2000219	SNF5 SWI10 TYE4 YBR289W YBR2036
P49957	854994	GO:0000049; GO:0001300; GO:0002098; GO:0005634; GO:0005737; GO:0006400; GO:0006448; GO:0008175; GO:0016300; GO:0016706; GO:0030488; GO:0035690	TRM9 YML014W YM9571.04
O94446	2543506	GO:0000123; GO:0000790; GO:0004402; GO:0005634; GO:0006302; GO:0010485; GO:0031452; GO:0031453; GO:0031618; GO:0032777; GO:0034508; GO:0035267; GO:0042393; GO:0043967; GO:0043973; GO:0044016; GO:0045892; GO:0045944; GO:0046872; GO:0048478	mst1 esa1 SPAC637.12c
Q03654	855253	GO:0000350; GO:0000398; GO:0000974; GO:0003677; GO:0005737; GO:0071006	CEF1 NTC85 YMR213W YM8261.07
P53549	854433	GO:0005524; GO:0005634; GO:0006289; GO:0008540; GO:0016887; GO:0019904; GO:0030433; GO:0031597; GO:0031625; GO:0032968; GO:0045899; GO:0070682	RPT4 CRL13 PCS1 SUG2 YOR259C
P11745	855275	GO:0000054; GO:0000781; GO:0005096; GO:0005634; GO:0005829; GO:0006348; GO:0006404; GO:0006407; GO:0006409; GO:0006606	RNA1 YMR235C YM9959.17C
D0PNI1	7534	GO:0004497; GO:0005634; GO:0006605; GO:0008039; GO:0010941; GO:0019904; GO:0098686	YWHAZ HEL-S-3 HEL-S-93 HEL4 hCG_2009146
P63104	7534	GO:0003723; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005925; GO:0006605; GO:0007165; GO:0008039; GO:0008134; GO:0019221; GO:0019901; GO:0019904; GO:0030168; GO:0031625; GO:0031982; GO:0042470; GO:0042802; GO:0043066; GO:0043488; GO:0044325; GO:0045296; GO:0051683; GO:0061024; GO:0070062; GO:0072562; GO:0090128; GO:0090168; GO:0098686; GO:0098978; GO:1900740	YWHAZ
P87275	856829	GO:0016021	AIM11 GEP8 YER093C-A
P38112	852439	GO:0000463; GO:0000466; GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0042273	MAK5 YBR142W YBR1119
P53331	853193	GO:0000175; GO:0000467; GO:0002107; GO:0003723; GO:0005634; GO:0008408; GO:0034415; GO:0034476	RNH70 REX1 YGR276C G9381
Q6FGM0	6455	GO:0005829; GO:0006897	SH3GL1 hCG_21932
Q99961	6455	GO:0002102; GO:0005737; GO:0005829; GO:0007165; GO:0007417; GO:0008022; GO:0008289; GO:0016191; GO:0017124; GO:0019902; GO:0030054; GO:0031697; GO:0031901; GO:0042802; GO:0042995; GO:0044325; GO:0045296; GO:0051020; GO:0098685; GO:0098686; GO:0098793; GO:0098815; GO:0098978; GO:0099092; GO:1900244	SH3GL1 CNSA1 SH3D2B
P38077	852327	GO:0000275; GO:0005756; GO:0006754; GO:0015986; GO:0046933	ATP3 ATP3a ATP3b YBR039W YBR0408
P04802	850643	GO:0003723; GO:0004815; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006422; GO:0017101	DPS1 APS APS1 YLL018C L1295
F5H1T4	2064	GO:0004714; GO:0005524; GO:0005886; GO:0007169	ERBB2
J3QLU9	2064	GO:0004714; GO:0005524; GO:0005886; GO:0007169; GO:0016021	ERBB2
P04626	2064	GO:0000165; GO:0001042; GO:0001934; GO:0004713; GO:0004714; GO:0004888; GO:0005088; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005887; GO:0006357; GO:0006468; GO:0007165; GO:0007166; GO:0007167; GO:0007169; GO:0007422; GO:0007507; GO:0007528; GO:0008022; GO:0008045; GO:0008283; GO:0009925; GO:0009968; GO:0010008; GO:0014065; GO:0016021; GO:0016323; GO:0016324; GO:0019903; GO:0030154; GO:0030307; GO:0032886; GO:0033088; GO:0038128; GO:0042060; GO:0042552; GO:0042802; GO:0043066; GO:0043125; GO:0043209; GO:0043235; GO:0043406; GO:0043547; GO:0045727; GO:0045765; GO:0045785; GO:0045943; GO:0045945; GO:0046777; GO:0046934; GO:0046982; GO:0046983; GO:0048471; GO:0048709; GO:0050679; GO:0051897; GO:0070372; GO:0070374; GO:0071363; GO:0071364; GO:0090314; GO:1901185; GO:2000145	ERBB2 HER2 MLN19 NEU NGL
X5DNK3	2064	GO:0001934; GO:0004714; GO:0005524; GO:0005829; GO:0005886; GO:0007169; GO:0007422; GO:0007507; GO:0007528; GO:0008045; GO:0010628; GO:0016021; GO:0016324; GO:0031410; GO:0033088; GO:0042552; GO:0043209; GO:0043547; GO:0048709	ERBB2
P53949	855668	GO:0004725; GO:0005737	OCA2 YNL056W N2439 YNL2439W
O14248	2542619	GO:0000917; GO:0005737; GO:0008360; GO:0030428; GO:0032153; GO:0051285; GO:0051286; GO:0061160; GO:1902405	tea3 SPAC6G10.02c
P25336	850454	GO:0000403; GO:0000404; GO:0000406; GO:0000710; GO:0000735; GO:0003684; GO:0005524; GO:0006298; GO:0006310; GO:0006312; GO:0007131; GO:0008094; GO:0019237; GO:0032135; GO:0032300; GO:0032302; GO:0032357; GO:0043111; GO:0043570; GO:0051096	MSH3 YCR092C YCR1152 YCR92C
Q12100	851536	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005935; GO:0006468; GO:0035556; GO:0071944	RTK1 YDL025C D2810
P53927	855613	GO:0000463; GO:0000915; GO:0005634; GO:0005730; GO:0005737; GO:0019843; GO:0030687; GO:0042273	NOP15 YNL110C N1954
P13508	176286	GO:0001085; GO:0001708; GO:0002119; GO:0003713; GO:0004888; GO:0005509; GO:0005737; GO:0005886; GO:0007219; GO:0009880; GO:0010468; GO:0012505; GO:0016328; GO:0043055; GO:0043282; GO:0044214; GO:0045944; GO:0090575; GO:1905936; GO:1905938; GO:2000648; GO:2000737	glp-1 emb-33 F02A9.6
P53311	853158	GO:0006850; GO:0031305; GO:0031966; GO:0050833	MPC3 FMP43 YGR243W G8620
A0A024R5J7	2615	GO:0005654; GO:0010628; GO:0016021; GO:0046007; GO:0050431; GO:0050710; GO:0062009; GO:1901398	LRRC32 hCG_40444
Q14392	2615	GO:0005615; GO:0005654; GO:0005887; GO:0007179; GO:0009986; GO:0010628; GO:0031012; GO:0046007; GO:0050431; GO:0050710; GO:0062009; GO:1901388; GO:1901398	LRRC32 D11S833E
Q12325	850781	GO:0005886; GO:0008271; GO:0008272; GO:0015116; GO:0015301; GO:0016021	SUL2 SEL2 YLR092W L9449.1
P38293	852471	GO:0005634; GO:0005737; GO:0006511; GO:0006974; GO:0043248; GO:0090363	UMP1 YBR173C YBR1234
Q01919	854408	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005816; GO:0005935; GO:0005938; GO:0006468; GO:0031578; GO:0035556; GO:0071988	KIN4 KIN3 KIN31 YOR233W O5220
O94308	2540352	GO:0000338; GO:0005634; GO:0005829; GO:0006974; GO:0008180; GO:0090052; GO:0090054	csn1 SPBC215.03c
P47037	853371	GO:0005524; GO:0005634; GO:0007064; GO:0007130; GO:0007131; GO:0019901; GO:0030437; GO:0034990; GO:0042802; GO:0051177; GO:0051301; GO:1990414	SMC3 YJL074C J1049
O14332	2540118	GO:0000079; GO:0000278; GO:0000307; GO:0005634; GO:0005635; GO:0005737; GO:0005813; GO:0005829; GO:0006279; GO:0006468; GO:0007088; GO:0007131; GO:0008284; GO:0016538; GO:0019901; GO:0045787; GO:0051301; GO:0051445	rem1 SPBC16E9.17c
Q12469	854036	GO:0000920; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0010629; GO:0023014; GO:0031098; GO:0032147; GO:0035376; GO:0043408; GO:0048365; GO:1990872	SKM1 YOL113W HRA655
P47190	854499	GO:0004169; GO:0005789; GO:0006493; GO:0016021; GO:0031505; GO:0035269; GO:0071712; GO:0097582; GO:0097583; GO:0097585	PMT3 YOR321W O6148
Q09915	2541605	GO:0000183; GO:0000414; GO:0000781; GO:0003677; GO:0005634; GO:0006348; GO:0006368; GO:0008023; GO:0016584; GO:0030466; GO:0030702; GO:0031454; GO:0031491; GO:0031618; GO:0032968; GO:0034728; GO:0035327; GO:0042393; GO:0042789; GO:0044382; GO:0050684; GO:0051569; GO:0070827; GO:0071441; GO:1900050; GO:1900111; GO:1900114	spt6 SPAC1F7.01c SPAC694.07c
S6BMF4	2541605	GO:0003677; GO:0003746; GO:0005634; GO:0006139; GO:0032968	spt6
P00560	850370	GO:0004618; GO:0005524; GO:0005737; GO:0005739; GO:0005829; GO:0006094; GO:0006096; GO:0043531; GO:0055114	PGK1 YCR012W YCR12W
P38714	856491	GO:0004814; GO:0005524; GO:0005739; GO:0005759; GO:0006420; GO:0032543; GO:0070144	MSR1 YHR091C
P40335	853393	GO:0005768; GO:0005829; GO:0006886; GO:0008565; GO:0030904; GO:0030906; GO:0042147; GO:0045053	PEP8 GRD6 VPS26 VPT4 YJL053W J1152
P43614	850603	GO:0006078; GO:0030176; GO:0051276; GO:0071555	KEG1 YFR042W
P33755	852468	GO:0000837; GO:0000839; GO:0005634; GO:0006511; GO:0030433; GO:0030970; GO:0031625; GO:0031965; GO:0034098; GO:0036266; GO:0042175; GO:0043130; GO:0043161; GO:0048471; GO:0051028; GO:0051228; GO:0051974; GO:0070651; GO:0071629; GO:0071712; GO:0072665; GO:0072671; GO:1900182; GO:1990112; GO:1990116	NPL4 HRD4 YBR170C YBR1231
M1QBN5	2539507		hos3
O94483	2539507	GO:0005634; GO:0005829; GO:0042729; GO:0051301; GO:0051455; GO:1990758	hos3 SPCC417.02
Q03818	855194	GO:0000407; GO:0000422; GO:0006501; GO:0006914; GO:0015031; GO:0016236; GO:0030674; GO:0032258; GO:0034045; GO:0034274; GO:0034727; GO:0042802; GO:0044805; GO:0061908; GO:0120095; GO:1905037	ATG16 APG15 APG16 CVT11 SAP18 YMR159C YM8520.08C
P32769	853959	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0006414; GO:0032790; GO:0045727; GO:0070651; GO:0070966; GO:1990533	HBS1 YKR084C YKR404
P40957	852794	GO:0000776; GO:0000778; GO:0005634; GO:0005635; GO:0006913; GO:0007094; GO:0044774; GO:0051301; GO:0051315; GO:0072686; GO:0090268; GO:1901925	MAD1 YGL086W
Q96EA4	54908	GO:0000132; GO:0000922; GO:0000940; GO:0005634; GO:0005815; GO:0005829; GO:0007080; GO:0007094; GO:0019899; GO:0034501; GO:0043515; GO:0051301	SPDL1 CCDC99
P53072	852619	GO:0003723; GO:0005634; GO:0005737; GO:0006400; GO:0016746	TAN1 YGL232W
Q08902	854560	GO:0005886; GO:0006855; GO:0008519; GO:0015696; GO:0016021; GO:0035445	YOR378W
A0A0B4KHJ1	41785	GO:0005524; GO:0016740	eff 3527 6535 anon-WO0118547.343 Dmel\CG7425 E(Pc)88D EFF Eff fs(3)01295 l(3)01462 l(3)j2C8 l(3)s1782 mei68 ms(3)01295 ms(3)1 ms(3)3 ms(3)88D ms(3)neo2 ms(3)ry1 ms(3)ry3 SS3-3 Ubc-D1 UBC4 Ubc5 UbcD UBCD-1 UBCD1 UbcD1 ubcD1 UbcH5 CG7425 Dmel_CG7425
P25867	41785	GO:0000151; GO:0000209; GO:0000278; GO:0001745; GO:0001751; GO:0005524; GO:0005829; GO:0006511; GO:0007140; GO:0016322; GO:0016567; GO:0030718; GO:0031145; GO:0031625; GO:0031647; GO:0045676; GO:0048132; GO:0051276; GO:0061630; GO:0061631; GO:0097039	eff UbcD1 CG7425
Q12267	850775	GO:0000070; GO:0000799; GO:0003682; GO:0005524; GO:0005737; GO:0007076; GO:0007130; GO:0010032; GO:0051301; GO:0051307; GO:0070058; GO:0070550	SMC4 YLR086W L9449.5
P78382	10559	GO:0000139; GO:0005456; GO:0005794; GO:0005887; GO:0005975; GO:0006464; GO:0008643; GO:0015136; GO:0015782; GO:0030173	SLC35A1
P25617	850375		YCR016W YCR16W
Q05955	850924	GO:0005198; GO:0005737; GO:0030437; GO:0035974; GO:0051301	ADY4 YLR227C L8083.11
Q02864	856034	GO:0005634; GO:0005737	YPL071C
P37296	855076	GO:0000139; GO:0000220; GO:0000329; GO:0005770; GO:0005794; GO:0007035; GO:0010008; GO:0015991; GO:0016021; GO:0016471; GO:0046961; GO:0051117	STV1 YMR054W YM9796.07
P36070	853734	GO:0000182; GO:0001042; GO:0001179; GO:0001181; GO:0005634; GO:0005730; GO:0006361	RRN3 YKL125W
P02992	854359	GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0006414; GO:0032543; GO:0070125	TUF1 TUFM YOR187W
Q12049	856158	GO:0000398; GO:0005634	THP3 YPR045C YP9499.03c
P38128	852480	GO:0000977; GO:0003700; GO:0005634; GO:0005737; GO:0008301; GO:0043565; GO:0046983; GO:0061393	SMP1 YBR182C YBR1245
P36894	657	GO:0000981; GO:0001701; GO:0001707; GO:0001756; GO:0001880; GO:0002053; GO:0002062; GO:0003148; GO:0003151; GO:0003161; GO:0003183; GO:0003186; GO:0003203; GO:0003215; GO:0003222; GO:0003223; GO:0003272; GO:0004674; GO:0004675; GO:0005024; GO:0005025; GO:0005524; GO:0005886; GO:0005887; GO:0006468; GO:0006955; GO:0007179; GO:0007389; GO:0007398; GO:0009897; GO:0009950; GO:0010862; GO:0014032; GO:0014912; GO:0016021; GO:0019827; GO:0019838; GO:0021983; GO:0021998; GO:0030324; GO:0030425; GO:0030501; GO:0030509; GO:0035137; GO:0035912; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0043235; GO:0045669; GO:0045944; GO:0046332; GO:0046872; GO:0048352; GO:0048368; GO:0048378; GO:0048382; GO:0048568; GO:0048589; GO:0050679; GO:0050768; GO:0060021; GO:0060043; GO:0060045; GO:0060391; GO:0060914; GO:0061312; GO:0061626; GO:0071773; GO:0098821; GO:1902895; GO:1904414; GO:1904707; GO:1905285; GO:1990712; GO:2000772	BMPR1A ACVRLK3 ALK3
P08566	851705	GO:0003855; GO:0003856; GO:0003866; GO:0004764; GO:0004765; GO:0005524; GO:0005737; GO:0009073; GO:0009423; GO:0046872	ARO1 AROM YDR127W YD9302.02
P0C0X0	850969	GO:0000028; GO:0002181; GO:0003735; GO:0006407; GO:0022627; GO:0030490; GO:1900153	RPS28B RPS33B YLR264W L8479.5
Q03144	855120	GO:0004359; GO:0005829; GO:0006541; GO:0008614; GO:0008615; GO:0036381; GO:0042819; GO:0042823; GO:0043066; GO:1903600	SNO1 YMR095C YM6543.02C
Q07896	850688	GO:0003682; GO:0005634; GO:0005654; GO:0005656; GO:0005730; GO:0006267; GO:0006270; GO:0006364; GO:0030691; GO:0051301	NOC3 YLR002C
Q15836	9341	GO:0001921; GO:0002479; GO:0005622; GO:0005829; GO:0005886; GO:0006887; GO:0006904; GO:0009986; GO:0016021; GO:0016192; GO:0016324; GO:0017075; GO:0017156; GO:0030054; GO:0030133; GO:0030136; GO:0030141; GO:0030285; GO:0030665; GO:0030670; GO:0031201; GO:0032588; GO:0034446; GO:0035493; GO:0042147; GO:0043001; GO:0043005; GO:0043231; GO:0048471; GO:0055037; GO:0055038; GO:0061024; GO:0061025; GO:0065003; GO:0071346; GO:1903531	VAMP3 SYB3
Q6FGG2	9341	GO:0001921; GO:0005829; GO:0009986; GO:0016324; GO:0017075; GO:0017156; GO:0030141; GO:0030285; GO:0030665; GO:0031201; GO:0034446; GO:0035493; GO:0043001; GO:0043231; GO:0045335; GO:0048471; GO:0055037; GO:0071346	VAMP3 hCG_21813
O75002	2539036	GO:0005634; GO:0005737; GO:0005829; GO:0006606; GO:0007049; GO:0008536; GO:0016973; GO:0023052; GO:0051301	mog1 SPCC1840.01c SPCC790.04c
P0CT04	855717	GO:0000324; GO:0004866; GO:0004867; GO:0015031; GO:0030162; GO:0042144	PBI2 YNL015W N2844
O02327	172857	GO:0000056; GO:0005634; GO:0030688; GO:0031902; GO:0034448; GO:0042274	T23D8.3
Q8IVH4	166785	GO:0003924; GO:0005525; GO:0005759; GO:0009235; GO:0009236; GO:0042802; GO:0042803	MMAA
P40071	856849	GO:0000139; GO:0001403; GO:0006811; GO:0006878; GO:0007034; GO:0007124; GO:0016020; GO:0016021; GO:0072657	TMN3 YER113C
P14743	850892	GO:0001302; GO:0004379; GO:0005737; GO:0005829; GO:0018008	NMT1 CDC72 YLR195C L8167.14
Q07878	850619	GO:0005628; GO:0005794; GO:0006623; GO:0007005; GO:0019898; GO:0032120; GO:0044232; GO:0045053; GO:0045324; GO:0071561; GO:1990816	VPS13 SOI1 VPT2 YLL040C
P28007	856489	GO:0000454; GO:0005730; GO:0005732; GO:0031120; GO:0031429; GO:0034513	GAR1 YHR089C
Q12090	850797	GO:0000175; GO:0000467; GO:0003676; GO:0005634; GO:0005737; GO:0008408; GO:0034476; GO:0043628	REX3 YLR107W L2904
P50896	852116	GO:0000932; GO:0005739	PSP1 GIN5 YDR505C D9719.11
Q04511	854886	GO:0005634; GO:0005737; GO:0006974; GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0071406	UFO1 YML088W
P40382	2540847	GO:0000790; GO:0001934; GO:0005634; GO:0005656; GO:0051301; GO:1902985; GO:1903466	cdt1 SPBC428.18
O75643	23020	GO:0000354; GO:0000388; GO:0000398; GO:0001649; GO:0003723; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0005681; GO:0005682; GO:0008026; GO:0016020; GO:0042802; GO:0046540; GO:0071013; GO:0071014	SNRNP200 ASCC3L1 HELIC2 KIAA0788
P0CY13	850458	GO:0003677; GO:0005634	HMRA2 YCR096C YCR96C
P38930	854204	GO:0005654; GO:0005737; GO:0005956; GO:0006356; GO:0006359; GO:0006468; GO:0006974; GO:0018105; GO:0018107; GO:0019887; GO:0030291; GO:0031167; GO:0032545; GO:0034456	CKB2 YOR039W OR26.32
P33411	852889	GO:0000350; GO:0000398; GO:0005682; GO:0046540; GO:0071021; GO:0071048	PRP18 YGR006W
P04913	2539523	GO:0000788; GO:0003677; GO:0005634; GO:0006325; GO:0035861; GO:0046982	htb1 SPCC622.09
P53324	853179	GO:0005783; GO:0005788; GO:0005789; GO:0005811; GO:0009636; GO:0016021; GO:0016125; GO:0034084; GO:0034210	SAY1 YGR263C
P40072	856852	GO:0000723; GO:0000778; GO:0004842; GO:0005634; GO:0005730; GO:0006281; GO:0006974; GO:0016567; GO:0016925; GO:0033768; GO:0046872	SLX8 YER116C
P48589	854551	GO:0002181; GO:0003735; GO:0022627	RPS12 YOR369C
P40516	854746	GO:0005737; GO:0016192; GO:0016279; GO:0018026; GO:0018027	EFM4 SEE1 YIL064W
Q03785	851834	GO:0000082; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0018105; GO:0032880; GO:0035556	VHS1 YDR247W YD8419.14
Q10407	2542175	GO:0000165; GO:0000935; GO:0004674; GO:0004709; GO:0005524; GO:0005737; GO:0005829; GO:0023014; GO:0031098; GO:0032147; GO:0032153; GO:0051286; GO:0071852	mkh1 SPAC1F3.02c
Q06156	850977	GO:0000070; GO:0000779; GO:0000799; GO:0003682; GO:0005730; GO:0007076; GO:0007130; GO:0010032; GO:0030466; GO:0042393; GO:0043007; GO:0051301; GO:0051304; GO:0051307; GO:0070058; GO:1903342	YCS4 LOC7 YLR272C L8479.14
P0CX49	855415,854029	GO:0002181; GO:0003735; GO:0022625	RPL18A RP28A YOL120C
P0CX50	855415,854029	GO:0002181; GO:0003735; GO:0022625	RPL18B RP28B YNL301C N0425
P39744	854381	GO:0005634; GO:0005654; GO:0005730; GO:0030687; GO:0030690; GO:0030691; GO:0042273	NOC2 YOR206W YOX001
Q01448	852516	GO:0000083; GO:0000417; GO:0005634; GO:0006336; GO:0006368	HPC2 YBR215W YBR1503
A0A024R6K1	8812	GO:0005654	CCNK hCG_22884
O75909	8812	GO:0000079; GO:0000307; GO:0002944; GO:0002945; GO:0004674; GO:0004693; GO:0005634; GO:0005654; GO:0006366; GO:0006368; GO:0006974; GO:0007049; GO:0008353; GO:0016538; GO:0019901; GO:0042795; GO:0044828; GO:0045737; GO:0045944; GO:0051301; GO:0071157; GO:1901409; GO:2001165	CCNK CPR4
Q05874	850991	GO:0000183; GO:0005737; GO:0008757; GO:0016279; GO:0018013; GO:0018027; GO:0071885	NNT1 EFM7 YLR285W
P42681	7294	GO:0000978; GO:0001012; GO:0001077; GO:0001816; GO:0002250; GO:0004715; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006357; GO:0006468; GO:0007202; GO:0032729; GO:0038083; GO:0045944; GO:0046777; GO:0050852; GO:0060335	TXK PTK4 RLK
P25605	850348	GO:0003984; GO:0005948; GO:0009082; GO:0009097; GO:0009099; GO:0030234; GO:0042645	ILV6 YCL009C YCL9C
P40458	854660	GO:0000422; GO:0005774; GO:0031307; GO:0034045	ATG32 ECM17 YIL146C
Q12072	850784	GO:0006338; GO:0036437	IOC2 YLR095C
P38279	852444	GO:0015174; GO:0031966; GO:0034488; GO:0071627	RTC2 YPQ3 YBR147W YBR1124
P15538	1584	GO:0004507; GO:0005506; GO:0005739; GO:0005743; GO:0006700; GO:0006704; GO:0006955; GO:0008203; GO:0008217; GO:0016125; GO:0020037; GO:0032342; GO:0032870; GO:0034651; GO:0035865; GO:0042593; GO:0047783; GO:0071375	CYP11B1 S11BH
Q8TDD0	1584	GO:0004497; GO:0005506; GO:0005739; GO:0016705; GO:0020037	
P39964	2543583	GO:0000974; GO:0003677; GO:0005634; GO:0005681; GO:0005829; GO:0045292; GO:0071014	cdc5 SPAC644.12
P36155	853950	GO:0005773; GO:0006109; GO:0007039; GO:0042149	YKR075C
P38266	852405	GO:0000147; GO:0030479; GO:0045121; GO:0051016	AIM3 YBR108W YBR0901
A0A2R8Y8E0	673	GO:0004674; GO:0005524; GO:0005622; GO:0035556; GO:0046872	BRAF
P15056	673	GO:0000165; GO:0002318; GO:0004672; GO:0004674; GO:0004709; GO:0005509; GO:0005524; GO:0005634; GO:0005739; GO:0005829; GO:0005886; GO:0006468; GO:0008542; GO:0009887; GO:0010628; GO:0010764; GO:0010828; GO:0030878; GO:0031434; GO:0033138; GO:0035019; GO:0035690; GO:0042127; GO:0042802; GO:0043005; GO:0043066; GO:0043231; GO:0043367; GO:0043369; GO:0043434; GO:0043524; GO:0044297; GO:0045580; GO:0046982; GO:0048538; GO:0048680; GO:0050772; GO:0050852; GO:0051291; GO:0051496; GO:0051591; GO:0060291; GO:0060323; GO:0060324; GO:0070374; GO:0070413; GO:0071277; GO:0090150; GO:1900026; GO:1990090; GO:2000301; GO:2000352	BRAF BRAF1 RAFB1
Q08287	854021	GO:0000463; GO:0003723; GO:0005730; GO:0042273	NOP8 YOL144W
Q08230	854083	GO:0005739; GO:0005759; GO:0006099; GO:0006121; GO:0017013; GO:0018293; GO:0034553	SDH5 EMI5 YOL071W
P53947	855667	GO:0000324; GO:0005774; GO:0005935; GO:0016021	YNL058C N2433 YNL2433C
P36075	853772	GO:0043130	CUE2 YKL090W
A0A087WSP5	20846	GO:0000790; GO:0000978; GO:0000979; GO:0000982; GO:0000983; GO:0001937; GO:0002230; GO:0005164; GO:0005654; GO:0005730; GO:0005829; GO:0007259; GO:0010742; GO:0016525; GO:0032727; GO:0032991; GO:0033209; GO:0035035; GO:0035257; GO:0035458; GO:0042393; GO:0042803; GO:0043124; GO:0044389; GO:0045648; GO:0045944; GO:0046725; GO:0048471; GO:0051607; GO:0060333; GO:0060337; GO:0061326; GO:0070491; GO:1990841	Stat1
Q8C3V4	20846	GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0007165	Stat1 mCG_123683
Q8C497	20846	GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0007165	Stat1
Q8C8M3	20846	GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0007165	Stat1
Q8CFQ1	20846	GO:0003677; GO:0003700; GO:0005634; GO:0007165	Stat1
Q99K94	20846	GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0007165	Stat1
O13587	856211		YPR096C P9513.17C
P38707	856412	GO:0003676; GO:0004816; GO:0005524; GO:0005829; GO:0006421	DED81 YHR019C
A0A024R336	51533	GO:0005654; GO:0005794; GO:0005829; GO:0005886; GO:0016607; GO:0046872	PHF7 hCG_42585
A8K856	51533	GO:0046872	
Q9BWX1	51533	GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0005886; GO:0016607; GO:0046872	PHF7
P38804	856487	GO:0005634; GO:0005737; GO:0006364; GO:0016070	RTC3 YHR087W
A0A178W4F3	838899		AXX17_At1g24070
Q8LAZ7	838899	GO:0000338; GO:0005737; GO:0008180; GO:0008237; GO:0009585; GO:0009733; GO:0010093; GO:0010100; GO:0010387; GO:0010971; GO:0019784; GO:0031347; GO:0046872	CSN5A AJH1 CSN5B At1g22920 F19G10.12
P35523	1180	GO:0005247; GO:0005886; GO:0005887; GO:0006936; GO:0019227; GO:0034220; GO:0034707; GO:0034765; GO:0042383; GO:0042803; GO:1902476	CLCN1 CLC1
P27680	854057	GO:0004395; GO:0005739; GO:0005743; GO:0006744; GO:0008425; GO:0008689; GO:0019898; GO:0031314; GO:0061543	COQ3 YOL096C HRF316
P47019	853320	GO:0005634; GO:0005737; GO:0042273	ALB1 YJL122W J0723
P36528	855469	GO:0003735; GO:0005762; GO:0032543	MRPL17 MRPL30 YNL252C N0864
P25578	850352	GO:0005524; GO:0005739; GO:0008444; GO:0032049	PGS1 PEL1 YCL004W YCL003W YCL3W YCL4W
P36101	853841	GO:0005524; GO:0005741; GO:0008641; GO:0016021; GO:0061503; GO:0061504	TCD2 YKL027W
A0A0U1RR07	54843	GO:0005622; GO:0006886; GO:0006887; GO:0017137	SYTL2
Q9HCH5	54843	GO:0001786; GO:0005546; GO:0005737; GO:0005886; GO:0006886; GO:0006887; GO:0006904; GO:0010923; GO:0016020; GO:0016192; GO:0017137; GO:0019897; GO:0019902; GO:0042043; GO:0042470; GO:0070257; GO:0070382; GO:0072659	SYTL2 KIAA1597 SGA72M SLP2 SLP2A
C5IGP5	2541887	GO:0005622; GO:0016301; GO:0016773; GO:0046854; GO:0048015	pik1
Q10366	2541887	GO:0004430; GO:0005634; GO:0005737; GO:0005794; GO:0016020; GO:0046854; GO:0048015	pik1 SPAC22E12.16c
P87058	2541530	GO:0000049; GO:0001682; GO:0005634; GO:0005737; GO:0006386; GO:0008033; GO:0033592; GO:0034414; GO:0042779; GO:0042780; GO:0061818; GO:1990904	sla1 lah1 SPAC57A10.10c
P38629	855426	GO:0003677; GO:0005524; GO:0005634; GO:0005663; GO:0005829; GO:0006261; GO:0006272; GO:0006298; GO:0007062; GO:0016887; GO:0031389; GO:0031390; GO:0031391	RFC3 YNL290W N0533
O95782	160	GO:0005829; GO:0005886; GO:0006886; GO:0006895; GO:0006897; GO:0008022; GO:0010976; GO:0016020; GO:0016323; GO:0016324; GO:0019886; GO:0019901; GO:0030122; GO:0030130; GO:0030666; GO:0030669; GO:0032433; GO:0032802; GO:0034383; GO:0035615; GO:0036020; GO:0044877; GO:0045334; GO:0048013; GO:0048260; GO:0050690; GO:0050750; GO:0060071; GO:0061024; GO:0072583; GO:1900126	AP2A1 ADTAA CLAPA1
P18412	852377	GO:0000978; GO:0001077; GO:0001085; GO:0001135; GO:0001300; GO:0001403; GO:0003700; GO:0005634; GO:0005667; GO:0007124; GO:0010527; GO:0036003; GO:0043565; GO:0044212; GO:0045944; GO:1990527; GO:2000222	TEC1 ROC1 YBR083W YBR0750
